id,abany,abdefctw,abdefect,abhlth,abnomore,abpoor,abpoorw,abrape,age,anydoc,attend,born,childs,class,cohort,condom,conmedic,consci,degree,doc1,doc10,doc11,doc12,doc13,doc14,doc15,doc16,doc17,doc18,doc19,doc2,doc20,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doclist,docsui,educ,fund,fund16,godoc,harmgood,health,hlthinsr,hmo1,hmo2,hmo3,hmo4,hmo5,hmo6,hmo7,hospice,income98,knwnproz,letdie1,marital,natdrug,natdrugy,natheal,nathealy,notreat,nummen,numwomen,painmed,partners,partnrs5,partyid,polviews,proz1,proz2,proz3,proz4,proz5,proz6,proz7,proz8,proz9,prozac,prozfor1,prozfor2,prozfor3,prozkid1,prozkid2,prozkid3,prozslf1,prozslf2,prozslf3,prozslf4,psycdrct,psycfdoc,psyckid1,psyckid2,psyckid3,psycmed1,psycmed2,psycmed3,psycmed4,psycmed5,psycmed6,psycmed7,psycpsyc,pubagncy,race,reg16,region,relatsex,relig,relig16,religid,religkid,reliten,res16,rightref,rincom98,sei,sex,sexfreq,sexsex,sexsex5,size,srcbelt,stress,suicide1,suicide2,suicide3,suicide4,termecon,termemot,terminal,termpain,termpay,termrel,termvig,testdrug,trustsci,usedmntl,usedproz,usepsyc1,usepsyc2,usepsyc3,usepsyc4,useskill,wordsum,wrkstat,xnorcsiz,woman,region4
2156,,not wrong at all,,,,,wrong only sometimes,,60,,once a month,yes,2,middle class,1938,not used,only some,only some,high school,,,,,,,,,,,,,,,,,,,,,,,14,liberal,liberal,no,disagree,fair,,,,,,,,,,$22500 to 24999,,yes,divorced,,too little,,too little,,6,0,,,1 partner,strong democrat,slightly liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,pacific,south atlantic,"yes, in relationship",protestant,jewish,liberal,jewish,strong,city gt 250000,,$17500 to 19999,63.5,female,not at all,,exclusively male,111,"suburb, 12 lrgst",,yes,yes,yes,yes,,,,,,,,,disagree,,,,,,,,0,working fulltime,"suburb, lrg city",Woman,South
2157,no,,yes,yes,no,no,,yes,46,,every week,yes,3,working class,1952,not used,a great deal,a great deal,lt high school,,,,,,,,,,,,,,,,,,,,,,,10,fundamentalist,fundamentalist,no,disagree,fair,,,,,,,,,,$35000 to 39999,,,married,too little,,too little,,,0,1,,1 partner,1 partner,strong democrat,extrmly conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,e  sou central,e  sou  central,"no, no relationship",protestant,protestant,evangelical,,strong,farm,,$30000 to 34999,34.299999,male,once a month,exclusively female,exclusively female,"ind,near dem",other rural,,,,,,,,,,,,,,strongly agree,,,,,,,,0,working fulltime,smaller areas,Man,South
2158,no,,no,yes,no,no,,yes,31,,,yes,0,working class,1967,used last time,,,high school,agree,disagree,agree,agree,disagree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,disagree,agree,,disagree,12,fundamentalist,fundamentalist,,,excellent,no not covered,agree,agree,agree,disagree,agree,agree,disagree,agree,$3 000 to 3 999,no,no,never married,,about right,,too little,agree,1,0,agree,4 partners,11-20 partners,strong democrat,slightly liberal,agree,agree,agree,agree,agree,agree,agree,disagree,agree,yes,2,,,very unlikely,very unlikely,very unlikely,strong disagree,strong disagree,strong disagree,strong disagree,somewht unlikely,somewhat likely,very unlikely,very unlikely,very unlikely,disagree,strongly agree,agree,agree,agree,agree,agree,somewht unlikely,,black,e  sou central,e  sou  central,"yes, in relationship",protestant,protestant,,,strong,town lt 50000,agree,,34.200001,male,2-3 per week,exclusively female,exclusively female,"ind,near dem",other rural,,no,no,no,no,disagree,disagree,yes othr relatve,agree,agree,agree,vignette b,1,,,no,very unlikely,very unlikely,very unlikely,very unlikely,cant choose,4,"unempl, laid off",smaller areas,Man,South
2159,no,,no,no,no,no,,no,71,,once a month,yes,eight or more,working class,1927,not used,a great deal,hardly any,lt high school,,,,,,,,,,,,,,,,,,,,,,,7,fundamentalist,fundamentalist,no,neither agree nor disagree,poor,,,,,,,,,,$4 000 to 4 999,,,widowed,,too little,,too little,,0,20,,no partners,no partners,strong democrat,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,e  sou central,e  sou  central,"no, no relationship",protestant,protestant,fundamentalist,protestant,strong,farm,,,,male,not at all,,,"ind,near dem",other rural,,,,,,,,,,,,,,not agree/dsagre,,,,,,,,0,retired,smaller areas,Man,South
216,no,,yes,yes,no,no,,yes,41,no,once a year,no,2,middle class,1957,,only some,a great deal,bachelor,uncertain,uncertain,agree,agree,agree,agree,strongly agree,disagree,agree,agree,disagree,agree,strong disagree,uncertain,disagree,agree,agree,strong disagree,strong disagree,strong disagree,yes,stongly agree,17,fundamentalist,fundamentalist,,,excellent,yes covered,agree,disagree,disagree,not agree/dsagre,agree,agree,agree,stongly agree,$22500 to 24999,no,,married,,too little,,about right,stongly agree,0,0,stongly agree,no partners,no partners,not str democrat,slghtly conservative,agree,agree,not agree/dsagre,agree,not agree/dsagre,disagree,disagree,disagree,agree,yes,25,,,very unlikely,very unlikely,somewht unlikely,agree,agree,agree,strongly agree,somewhat likely,,somewht unlikely,somewht unlikely,somewhat likely,not agree/dsagre,agree,agree,agree,agree,agree,agree,very unlikely,,white,foreign,pacific,,protestant,protestant,,,strong,town lt 50000,stongly agree,$12500 to 14999,31.5,male,not at all,,,54,"suburb, 13-100",,,,,,stongly agree,stongly agree,yes friend,stongly agree,agree,stongly agree,vignette f,1,,no,no,somewhat likely,somewhat likely,very likely,very likely,,,working fulltime,"suburb, lrg city",Man,West
2160,,,,,,,,,46,,2-3x a month,yes,3,working class,1952,not used,only some,only some,high school,agree,strong disagree,agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,strong disagree,strong disagree,agree,strong disagree,strong disagree,strong disagree,agree,agree,strong disagree,agree,agree,,stongly agree,11,fundamentalist,fundamentalist,,,fair,no not covered,strong disagree,strongly agree,strong disagree,strong disagree,strong disagree,strong disagree,strong disagree,stongly agree,$4 000 to 4 999,no,yes,divorced,too little,,too little,,stongly agree,0,50,disagree,3 partners,11-20 partners,strong democrat,slghtly conservative,disagree,agree,disagree,agree,agree,agree,not agree/dsagre,strong disagree,agree,yes,7,,,somewhat likely,somewhat likely,somewhat likely,strong disagree,agree,agree,agree,very unlikely,very unlikely,very likely,very unlikely,very likely,disagree,agree,agree,agree,agree,agree,not agree/dsagre,very likely,,black,e  sou central,e  sou  central,"no, no relationship",protestant,protestant,,,strong,"country,nonfarm",stongly agree,,29.4,male,weekly,exclusively female,exclusively female,"ind,near dem",other rural,hardly ever,yes,no,no,yes,stongly agree,stongly agree,yes immed reltve,disagree,stongly agree,agree,vignette c,agree,,,no,very unlikely,somewhat likely,somewhat likely,somewhat likely,almost all,,working fulltime,smaller areas,Man,South
2161,,almost always wrong,,,,,always wrong,,42,,once a month,yes,2,working class,1956,not used,only some,only some,high school,,,,,,,,,,,,,,,,,,,,,,,15,liberal,liberal,no,neither agree nor disagree,good,,,,,,,,,,$25000 to 29999,,yes,divorced,too little,,too little,,,6,0,,1 partner,3 partners,strong democrat,conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,e  sou central,e  sou  central,"yes, in relationship",protestant,protestant,mainline,protestant,,town lt 50000,,$15000 to 17499,29.299999,female,2-3 times a month,exclusively male,exclusively male,"ind,near dem",other rural,,yes,no,no,yes,,,,,,,,,agree,,,,,,,,0,working parttime,smaller areas,Woman,South
2162,no,wrong only sometimes,yes,yes,no,no,always wrong,yes,42,,nrly every week,no,1,middle class,1956,used last time,,,junior college,,,,,,,,,,,,,,,,,,,,,,,15,fundamentalist,fundamentalist,no,,good,,,,,,,,,,$75000 to $89999,,yes,married,too little,,too little,,,0,1,,1 partner,1 partner,not str democrat,liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,e  sou central,e  sou  central,"yes, in relationship",protestant,protestant,liberal,protestant,strong,town lt 50000,,$22500 to 24999,63.200001,male,once or twice,exclusively female,exclusively female,"ind,near dem",other rural,,yes,no,no,no,,,,,,,,,,,,,,,,,0,working fulltime,smaller areas,Man,South
2163,,,,,,,,,80,yes,every week,yes,2,middle class,1918,not used,a great deal,only some,lt high school,strongly agree,strongly agree,strongly agree,strong disagree,strong disagree,strong disagree,agree,strongly agree,strong disagree,strongly agree,strongly agree,strongly agree,strongly agree,strong disagree,strongly agree,strongly agree,strong disagree,strong disagree,strongly agree,strongly agree,no,stongly agree,4,fundamentalist,fundamentalist,,,good,yes covered,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,agree,$10000 to 12499,no,yes,widowed,too little,,too little,,stongly agree,1,0,stongly agree,no partners,no partners,strong democrat,moderate,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,yes,dont know,,,dk,dk,dk,cant choose,cant choose,cant choose,cant choose,very likely,very likely,very unlikely,very likely,very unlikely,dont know,agree,dont know,agree,agree,agree,agree,mixed,no,white,e  sou central,e  sou  central,"yes, in relationship",protestant,protestant,,,strong,town lt 50000,stongly agree,,33.099998,female,not at all,,,strong democrat,other rural,,yes,no,no,no,agree,stongly agree,no,not agree/dsagre,strong disagree,stongly agree,vignette c,1,,yes,no,very likely,very likely,very likely,very likely,,4,keeping house,smaller areas,Woman,South
2164,no,,no,no,no,no,,no,81,yes,every week,yes,5,middle class,1917,not used,only some,only some,bachelor,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,strong disagree,disagree,uncertain,uncertain,disagree,disagree,agree,disagree,no,strong disagree,18,liberal,liberal,,,good,yes covered,agree,agree,dont know,disagree,agree,agree,agree,agree,$20000 to 22499,no,,widowed,too little,,,,stongly agree,0,4,disagree,1 partner,2 partners,not str republican,conservative,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,yes,dont know,,,very unlikely,very unlikely,mixed,disagree,disagree,disagree,not agree/dsagre,somewht unlikely,dont know,somewht unlikely,somewht unlikely,mixed,agree,agree,disagree,agree,agree,agree,agree,dont know,no,white,e  sou central,e  sou  central,"yes, in relationship",protestant,protestant,,,strong,farm,stongly agree,,73.900002,male,once or twice,exclusively female,exclusively female,strong democrat,other rural,,,,,,disagree,disagree,no,stongly agree,strong disagree,stongly agree,vignette e,agree,,no,no,somewht unlikely,mixed,mixed,mixed,,8,retired,smaller areas,Man,South
2165,no,always wrong,no,no,no,no,always wrong,no,50,,every week,yes,4,middle class,1948,not used,,,graduate,,,,,,,,,,,,,,,,,,,,,,,18,moderate,moderate,no,disagree,excellent,,,,,,,,,,$40000 to 49999,,no,married,,too much,,about right,,1,0,,1 partner,1 partner,strong republican,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,w  sou central,e  sou  central,"yes, in relationship",catholic,catholic,,catholic,strong,town lt 50000,,$17500 to 19999,80.300003,female,weekly,exclusively male,exclusively male,strong democrat,other rural,,no,no,no,no,,,,,,,,,not agree/dsagre,,,,,,,,0,working parttime,smaller areas,Woman,South
2166,no,,no,no,no,no,,no,75,yes,more thn once wk,yes,3,working class,1923,not used,hardly any,only some,lt high school,,,strongly agree,strongly agree,strongly agree,strong disagree,strong disagree,strongly agree,strong disagree,strongly agree,strongly agree,strongly agree,strongly agree,agree,uncertain,strongly agree,strong disagree,strong disagree,agree,agree,no,strong disagree,6,fundamentalist,fundamentalist,,,good,yes covered,dont know,dont know,dont know,dont know,dont know,dont know,dont know,stongly agree,$8 000 to 9 999,,,divorced,,about right,,about right,stongly agree,0,4,strong disagree,no partners,no partners,strong republican,conservative,,,,,,,,,,no,,,,,,,,,,,very unlikely,very likely,dont know,dont know,dont know,disagree,agree,agree,agree,agree,agree,agree,very unlikely,no,white,e  sou central,e  sou  central,"no, no relationship",protestant,protestant,,,,town lt 50000,stongly agree,,74.400002,male,not at all,,,strong democrat,other rural,,,,,,strong disagree,strong disagree,no,not agree/dsagre,strong disagree,stongly agree,vignette f,1,,no,,very unlikely,very unlikely,very unlikely,very unlikely,,,retired,smaller areas,Man,South
2167,,almost always wrong,,,,,always wrong,,58,,once a year,yes,3,working class,1940,not used,hardly any,a great deal,lt high school,,,,,,,,,,,,,,,,,,,,,,,11,fundamentalist,fundamentalist,no,agree,poor,,,,,,,,,,$1 000 to 2 999,,yes,separated,too little,,too little,,,0,6,,1 partner,1 partner,not str democrat,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,e  sou central,e  sou  central,"no, no relationship",protestant,protestant,fundamentalist,protestant,,farm,,,29.200001,male,once a month,exclusively female,exclusively female,strong democrat,other rural,,no,no,no,no,,,,,,,,,agree,,,,,,,,0,retired,smaller areas,Man,South
2168,,almost always wrong,,,,,almost always wrong,,49,,lt once a year,yes,3,working class,1949,not used,only some,only some,high school,,,,,,,,,,,,,,,,,,,,,,,12,fundamentalist,fundamentalist,no,neither agree nor disagree,fair,,,,,,,,,,$15000 to 17499,,yes,married,,about right,,too little,,1,0,,1 partner,1 partner,strong democrat,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,e  sou central,e  sou  central,"yes, in relationship",protestant,protestant,,protestant,not very strong,town lt 50000,,,25.5,female,2-3 times a month,exclusively male,exclusively male,strong democrat,other rural,,yes,no,no,no,,,,,,,,,not agree/dsagre,,,,,,,,0,keeping house,smaller areas,Woman,South
2169,no,,yes,yes,no,no,,yes,79,yes,,yes,eight or more,working class,1919,not used,only some,only some,lt high school,strong disagree,,,,,,,,,,,agree,,uncertain,,,,,,,no,stongly agree,5,fundamentalist,liberal,,,good,yes covered,strong disagree,strong disagree,strong disagree,strong disagree,strong disagree,strong disagree,strong disagree,not agree/dsagre,$3 000 to 3 999,,,married,,too little,,too little,stongly agree,1,0,stongly agree,1 partner,1 partner,not str democrat,moderate,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,no,black,e  sou central,e  sou  central,"yes, in relationship",protestant,protestant,,,strong,farm,stongly agree,,34.400002,female,once or twice,exclusively male,exclusively male,strong democrat,other rural,,,,,,disagree,disagree,yes immed reltve,disagree,disagree,agree,vignette f,1,,no,,,,,,,,keeping house,smaller areas,Woman,South
217,yes,not wrong at all,yes,yes,yes,yes,not wrong at all,yes,35,,sevrl times a yr,yes,0,middle class,1963,used last time,,,high school,,,,,,,,,,,,,,,,,,,,,,,12,moderate,moderate,yes,agree,excellent,,,,,,,,,,$25000 to 29999,,yes,divorced,too little,,too much,,,5,0,,1 partner,1 partner,"ind,near dem",slightly liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,pacific,pacific,"yes, in relationship",catholic,catholic,,catholic,not very strong,town lt 50000,,$25000 to 29999,37.700001,female,2-3 per week,exclusively male,exclusively male,54,"suburb, 13-100",,yes,no,no,yes,,,,,,,,,agree,,,,,,,,0,"unempl, laid off","suburb, lrg city",Woman,West
2170,,,,,,,,,80,yes,every week,yes,7,lower class,1918,not used,hardly any,only some,lt high school,uncertain,uncertain,strongly agree,uncertain,strongly agree,strongly agree,disagree,agree,uncertain,agree,uncertain,disagree,strong disagree,uncertain,uncertain,disagree,disagree,strong disagree,strongly agree,uncertain,no,not agree/dsagre,6,fundamentalist,fundamentalist,,,fair,yes covered,dont know,dont know,dont know,dont know,dont know,dont know,dont know,stongly agree,$6 000 to 6 999,,yes,widowed,,too little,,too little,stongly agree,1,0,stongly agree,no partners,no partners,strong democrat,moderate,,,,,,,,,,no,,,,,,,,,,,mixed,somewhat likely,mixed,somewhat likely,very likely,not agree/dsagre,disagree,strong disagree,strongly agree,strongly agree,strongly agree,strongly agree,mixed,no,black,e  sou central,e  sou  central,"yes, in relationship",protestant,protestant,,,strong,farm,stongly agree,,,female,not at all,,,strong democrat,other rural,,no,no,no,no,stongly agree,strong disagree,yes immed reltve,stongly agree,stongly agree,stongly agree,vignette d,agree,,no,,mixed,somewhat likely,somewhat likely,very likely,,,retired,smaller areas,Woman,South
2171,,,,,,,,,89,yes,every week,yes,6,working class,1909,not used,only some,only some,lt high school,disagree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,disagree,disagree,disagree,agree,disagree,no,strong disagree,6,fundamentalist,fundamentalist,,,fair,yes covered,disagree,disagree,dont know,disagree,dont know,dont know,disagree,disagree,$7 000 to 7 999,,no,married,too little,,too little,,agree,0,5,disagree,no partners,no partners,strong democrat,liberal,,,,,,,,,,no,,,,,,,,,,,dont know,very likely,very unlikely,very unlikely,very unlikely,dont know,agree,disagree,dont know,dont know,dont know,agree,somewht unlikely,no,black,e  sou central,e  sou  central,"yes, in relationship",protestant,protestant,,,strong,farm,agree,,26.5,male,not at all,,,strong democrat,other rural,,no,no,no,no,disagree,disagree,yes immed reltve,agree,disagree,stongly agree,vignette c,agree,,no,,very unlikely,very unlikely,very unlikely,very unlikely,,,retired,smaller areas,Man,South
2172,no,,no,no,no,no,,no,49,yes,nrly every week,yes,0,middle class,1949,,only some,a great deal,high school,agree,strongly agree,strongly agree,strong disagree,strong disagree,strong disagree,disagree,agree,disagree,agree,uncertain,agree,agree,strong disagree,disagree,agree,strong disagree,strongly agree,strong disagree,strong disagree,no,strong disagree,15,fundamentalist,fundamentalist,,,fair,yes covered,dont know,dont know,dont know,dont know,dont know,dont know,dont know,stongly agree,$10000 to 12499,,,never married,about right,,about right,,stongly agree,0,0,stongly agree,no partners,no partners,not str republican,moderate,,,,,,,,,,no,,,,,,,,,,,very unlikely,very likely,somewht unlikely,somewht unlikely,somewht unlikely,agree,not agree/dsagre,agree,agree,disagree,agree,agree,somewhat likely,,white,e  sou central,e  sou  central,,protestant,protestant,,,strong,"country,nonfarm",stongly agree,$1 000 to 2 999,37.400002,female,not at all,,,strong democrat,other rural,,,,,,strong disagree,strong disagree,yes othr relatve,not agree/dsagre,not agree/dsagre,stongly agree,vignette e,1,,no,,mixed,very unlikely,very unlikely,very unlikely,,6,working parttime,smaller areas,Woman,South
2173,yes,,yes,yes,yes,yes,,yes,28,no,never,yes,1,lower class,1970,not used,a great deal,a great deal,high school,agree,agree,agree,uncertain,agree,disagree,agree,disagree,agree,uncertain,disagree,disagree,agree,agree,disagree,uncertain,disagree,agree,uncertain,disagree,no,disagree,14,liberal,moderate,,,good,yes covered,not agree/dsagre,not agree/dsagre,agree,not agree/dsagre,agree,agree,agree,agree,$20000 to 22499,no,,married,dk,,too little,,not agree/dsagre,0,50,disagree,1 partner,5-10 partners,"ind,near dem",liberal,disagree,disagree,disagree,agree,agree,agree,agree,disagree,agree,yes,17,3,,somewht unlikely,somewht unlikely,mixed,disagree,not agree/dsagre,agree,strongly agree,somewhat likely,somewht unlikely,very unlikely,somewht unlikely,mixed,disagree,agree,agree,agree,agree,agree,agree,somewhat likely,no,white,middle atlantic,mountain,"yes, in relationship",none,catholic,,,no religion,city gt 250000,agree,,32.299999,male,weekly,exclusively female,exclusively female,46,other urban,,,,,,not agree/dsagre,agree,no,agree,agree,disagree,vignette e,agree,,yes,no,somewht unlikely,mixed,somewhat likely,somewhat likely,,7,school,"city,10-49999",Man,West
